ManagerName,PrivateFundName,PrivateFundGrossAssetValue,FilingDate
"Compound Advisor, LLC","COMPOUND, LLC","37,425,066.00",3/31/2022
"Compound Advisor, LLC","METAMORPHIC VENTURES FD, LLC","18,647,854.00",3/31/2022
"Condesa Capital Management, LLC","B37 VENTURES - DEXTERITY SIDECAR FUND, LP","27,777,777.00",8/15/2022
"Condesa Capital Management, LLC","B37 VENTURES FUND 2 - CERES SIDECAR FUND, LP","1,000,000.00",8/15/2022
"Condesa Capital Management, LLC","B37 VENTURES II, LP","25,000,000.00",8/15/2022
Constitution Capital Equity Partners LP,"CCP GOLDEN EAGLE FUND, L.P.","1,263,387.00",10/11/2022
Constitution Capital Equity Partners LP,"IRONSIDES CO-INVESTMENT FUND III, L.P.","70,219,814.00",10/11/2022
Constitution Capital Equity Partners LP,"IRONSIDES CO-INVESTMENT FUND III-QC, L.P.","1,701,148.00",10/11/2022
Constitution Capital Equity Partners LP,"IRONSIDES CO-INVESTMENT FUND VI, LP","501,777,196.00",10/11/2022
Constitution Capital Equity Partners LP,"IRONSIDES DIRECT INVESTMENT FUND IV, L.P.","210,682,284.00",10/11/2022
Constitution Capital Equity Partners LP,"IRONSIDES OPPORTUNITIES ANNEX FUND, LP","23,547,425.00",10/11/2022
Constitution Capital Equity Partners LP,"IRONSIDES OPPORTUNITIES FUND, L.P.","85,579,033.00",10/11/2022
Constitution Capital Equity Partners LP,"IRONSIDES PARTNERSHIP FUND II, L.P.",,0  2022-10-11
Constitution Capital Equity Partners LP,"IRONSIDES PARTNERSHIP FUND III, L.P.","187,921,705.00",10/11/2022
Constitution Capital Equity Partners LP,"IRONSIDES PARTNERSHIP FUND IV, L.P.","395,453,314.00",10/11/2022
Constitution Capital Equity Partners LP,"IRONSIDES PARTNERSHIP FUND V, L.P.","215,643,273.00",10/11/2022
Constitution Capital Equity Partners LP,"IRONSIDES PARTNERSHIP FUND VI, LP","39,304,237.00",10/11/2022
Constitution Capital Equity Partners LP,"USS-CONSTITUTION CO-INVESTMENT FUND II, L.P.","56,815,021.00",10/11/2022
Constitution Capital Equity Partners LP,"USS-CONSTITUTION PARTNERSHIP FUND II, L.P.","69,045,125.00",10/11/2022
Constitution Capital Equity Partners LP,"USS-CONSTITUTION PARTNERSHIP FUND, L.P.","57,938,767.00",10/11/2022
"Constitution Capital Partners, LLC","CCP GOLDEN EAGLE FUND, L.P.","2,167,339.00",5/5/2021
"Constitution Capital Partners, LLC","IRONSIDES CO-INVESTMENT FUND II, L.P.","772,973.00",5/5/2021
"Constitution Capital Partners, LLC","IRONSIDES CO-INVESTMENT FUND III, L.P.","87,085,641.00",5/5/2021
"Constitution Capital Partners, LLC","IRONSIDES CO-INVESTMENT FUND III-QC, L.P.","2,087,054.00",5/5/2021
"Constitution Capital Partners, LLC","IRONSIDES DIRECT INVESTMENT FUND IV, L.P.","200,641,463.00",5/5/2021
"Constitution Capital Partners, LLC","IRONSIDES OPPORTUNITIES ANNEX FUND, LP","9,601,527.00",5/5/2021
"Constitution Capital Partners, LLC","IRONSIDES OPPORTUNITIES FUND, L.P.","87,112,797.00",5/5/2021
"Constitution Capital Partners, LLC","IRONSIDES PARTNERSHIP FUND III, L.P.","202,345,854.00",5/5/2021
"Constitution Capital Partners, LLC","IRONSIDES PARTNERSHIP FUND IV, L.P.","365,761,159.00",5/5/2021
"Constitution Capital Partners, LLC","IRONSIDES PARTNERSHIP FUND V, L.P.","107,803,481.00",5/5/2021
"Constitution Capital Partners, LLC","USS-CONSTITUTION PARTNERSHIP FUND II, L.P.","81,050,269.00",5/5/2021
Contour Management LLC,"CONTOUR OPPORTUNITY ASSOCIATES III, LLC","4,126,476.00",3/30/2022
Contour Management LLC,"CONTOUR OPPORTUNITY FUND II, L.P.","23,892,173.00",3/30/2022
Contour Management LLC,"CONTOUR OPPORTUNITY FUND II-A, L.P.","25,113,328.00",3/30/2022
Contour Management LLC,"CONTOUR OPPORTUNITY FUND III, L.P.","67,433,640.00",3/30/2022
Contour Management LLC,"CONTOUR OPPORTUNITY FUND III-A, L.P.","20,001,181.00",3/30/2022
Contour Management LLC,"CONTOUR OPPORTUNITY FUND, L.P.","55,833,185.00",3/30/2022
Contour Management LLC,"CONTOUR VENTURE ASSOCIATES II, LLC","9,624,062.00",3/30/2022
Contour Management LLC,"CONTOUR VENTURE ASSOCIATES III, LLC","3,487,876.00",3/30/2022
Contour Management LLC,"CONTOUR VENTURE ASSOCIATES IV, LLC","1,709,689.00",3/30/2022
Contour Management LLC,"CONTOUR VENTURE PARTNERS II, L.P.","119,372,327.00",3/30/2022
Contour Management LLC,"CONTOUR VENTURE PARTNERS II-A, L.P.","32,996,363.00",3/30/2022
Contour Management LLC,"CONTOUR VENTURE PARTNERS III, L.P.","76,873,450.00",3/30/2022
Contour Management LLC,"CONTOUR VENTURE PARTNERS III-A, L.P.","32,938,731.00",3/30/2022
Contour Management LLC,"CONTOUR VENTURE PARTNERS IV, L.P.","67,457,922.00",3/30/2022
Contour Management LLC,"CONTOUR VENTURE PARTNERS IV-A, L.P.","22,884,821.00",3/30/2022
Contour Management LLC,"CONTOUR VENTURE PARTNERS, L.P.","32,018,721.00",3/30/2022
"Conviction Partners, LLC","CONVICTION PARTNERS FUND I, L.P.","114,296,000.00",11/17/2022
Corazon Group LLC,CORAZON CAPITAL II ALPHA CENTAURI VI LP,"71,278,726.00",8/29/2022
Corazon Group LLC,CORAZON CAPITAL II LP,"68,426,791.00",8/29/2022
Corazon Group LLC,CORAZON CAPITAL III LP,"101,144,166.00",8/29/2022
Corazon Group LLC,CORAZON MATCHBOX LP,"33,714,722.00",8/29/2022
Corazon Group LLC,RAFT SMASH II,"5,100,000.00",8/29/2022
Corazon Group LLC,RAFT SMASH LP,"4,303,980.00",8/29/2022
"Cordillera Investment Partners, L.P.","CORDILLERA C-BAND CO-INVESTMENT, L.P.","583,287.00",7/11/2022
"Cordillera Investment Partners, L.P.","CORDILLERA CRYSTALLEX CO-INVESTMENT FUND II, L.P.","6,669,208.00",7/11/2022
"Cordillera Investment Partners, L.P.","CORDILLERA CRYSTALLEX CO-INVESTMENT FUND, L.P.","14,461,697.00",7/11/2022
"Cordillera Investment Partners, L.P.","CORDILLERA ECP CO-INVESTMENT, L.P.","7,444,663.00",7/11/2022
"Cordillera Investment Partners, L.P.","CORDILLERA ENVIRONMENTAL ASSETS CO-INVESTMENT, L.P.","19,020,645.00",7/11/2022
"Cordillera Investment Partners, L.P.","CORDILLERA ENVIRONMENTAL ASSETS FUND, LLC","77,322,140.00",7/11/2022
"Cordillera Investment Partners, L.P.","CORDILLERA GSC CO-INVESTMENT, L.P.","22,106,591.00",7/11/2022
"Cordillera Investment Partners, L.P.","CORDILLERA HIGH BAND CO-INVESTMENT, L.P.","12,984,826.00",7/11/2022
"Cordillera Investment Partners, L.P.","CORDILLERA INVESTMENT FUND I, L.P.","49,829,261.00",7/11/2022
"Cordillera Investment Partners, L.P.","CORDILLERA INVESTMENT FUND I-B, L.P.","47,335,002.00",7/11/2022
"Cordillera Investment Partners, L.P.","CORDILLERA INVESTMENT FUND II, L.P.","262,560,210.00",7/11/2022
"Cordillera Investment Partners, L.P.","CORDILLERA INVESTMENT FUND III, L.P.","36,134,300.00",7/11/2022
"Cordillera Investment Partners, L.P.","CORDILLERA INVESTMENT FUND III-B, L.P.","6,190,832.00",7/11/2022
"Cordillera Investment Partners, L.P.","CORDILLERA MEDIA & IP CO-INVESTMENT II, L.P.","21,796,156.00",7/11/2022
"Cordillera Investment Partners, L.P.","CORDILLERA MEDIA & IP CO-INVESTMENT III, L.P.","4,176,157.00",7/11/2022
"Cordillera Investment Partners, L.P.","CORDILLERA MEDIA & IP CO-INVESTMENT, L.P.","3,186,345.00",7/11/2022
"Cordillera Investment Partners, L.P.","CORDILLERA ROYALTY AND INCOME FUND, L.P.","62,433,040.00",7/11/2022
"Cordillera Investment Partners, L.P.","CORDILLERA SPECTRUM CO-INVESTMENT II, L.P.","22,290,907.00",7/11/2022
"Cordillera Investment Partners, L.P.","CORDILLERA SPECTRUM CO-INVESTMENT, L.P.","5,417,107.00",7/11/2022
"Cordillera Investment Partners, L.P.","CORDILLERA SUNTEX CO-INVESTMENT FUND, L.P.","29,777.00",7/11/2022
"Corinthian Capital Group, LLC","CORINTHIAN EQUITY FUND, L.P.","38,812,829.00",12/15/2022
"Corner Capital Management, LLC","CORNER AP, LLC","6,000,000.00",11/1/2022
"Corner Capital Management, LLC","CORNER DIGITAL CO., LP","36,000,000.00",11/1/2022
"Corner Capital Management, LLC","CORNER MIO I, LLC","10,000,000.00",11/1/2022
"Corner Capital Management, LLC","CORNER SYBIL I, LLC","1,000,000.00",11/1/2022
"Corner Capital Management, LLC","CORNER TIO I, LLC","36,000,000.00",11/1/2022
"Corner Capital Management, LLC","CORNER TIO II, LLC","18,000,000.00",11/1/2022
"Corner Capital Management, LLC","CORNER TIO III, LLC","25,000,000.00",11/1/2022
"Corner Capital Management, LLC","CORNER TIO IV, LLC","125,000,000.00",11/1/2022
"Corner Capital Management, LLC","CORNER UNION, LLC","2,000,000.00",11/1/2022
"Corner Capital Management, LLC","CORNER VENTURES DAG FUND I, L.P.","116,000,000.00",11/1/2022
"Corner Capital Management, LLC","CORNER VENTURES DAG FUND I-A, L.P.","203,000,000.00",11/1/2022
"Corner Capital Management, LLC","CORNER VENTURES DAG FUND I-C, L.P.","40,000,000.00",11/1/2022
"Corner Capital Management, LLC","CORNER VENTURES DAG FUND I-CI:Z, LLC","21,000,000.00",11/1/2022
"Corner Capital Management, LLC","CORNER VENTURES DAG FUND I-J, LLC","32,000,000.00",11/1/2022
"Corner Capital Management, LLC","CORNER VENTURES DAG FUND I-R, LLC","4,000,000.00",11/1/2022
"Corner Capital Management, LLC","CORNER VENTURES DAG FUND I-S, LLC","30,000,000.00",11/1/2022
"Corner Capital Management, LLC","CORNER VENTURES DAG FUND I-T, LLC","13,000,000.00",11/1/2022
"Corner Capital Management, LLC","CORNER VENTURES DAG FUND I-U, LLC","14,000,000.00",11/1/2022
"Corner Capital Management, LLC","CORNER VENTURES DAG PRINCIPALS FUND, LLC","24,000,000.00",11/1/2022
"Corner Capital Management, LLC","CORNER VENTURES ISRAEL FUND I, L.P.","132,000,000.00",11/1/2022
"Corner Capital Management, LLC","CORNER VENTURES ISRAEL FUND I-A, L.P.","44,000,000.00",11/1/2022
"Corner Capital Management, LLC","CORNER VENTURES ISRAEL FUND I-B, L.P.","96,000,000.00",11/1/2022
"Corner Capital Management, LLC","CORNER VENTURES ISRAEL FUND I-C, L.P.","55,000,000.00",11/1/2022
"Corner Venture Partners, LLC","CORNER UNION, LLC","1,500,006.00",3/31/2021
"Corner Venture Partners, LLC","CORNER VENTURES DAG FUND I, L.P.","76,125,373.00",3/31/2021
"Corner Venture Partners, LLC","CORNER VENTURES DAG FUND I-A, L.P.","107,987,919.00",3/31/2021
"Corner Venture Partners, LLC","CORNER VENTURES DAG FUND I-C, L.P.","11,717,778.00",3/31/2021
"Corner Venture Partners, LLC","CORNER VENTURES DAG FUND I-CI:Z, LLC","8,603,136.00",3/31/2021
"Corner Venture Partners, LLC","CORNER VENTURES DAG FUND I-J, LLC","19,048,132.00",3/31/2021
"Corner Venture Partners, LLC","CORNER VENTURES DAG FUND I-R, LLC","3,707,121.00",3/31/2021
"Corner Venture Partners, LLC","CORNER VENTURES DAG FUND I-S, LLC","9,964,809.00",3/31/2021
"Corner Venture Partners, LLC","CORNER VENTURES DAG FUND I-T, LLC","4,306,789.00",3/31/2021
"Corner Venture Partners, LLC","CORNER VENTURES DAG I-U, LLC","11,398,809.00",3/31/2021
"Corner Venture Partners, LLC","CORNER VENTURES DAG PRINCIPALS FUND, LLC","9,388,514.00",3/31/2021
"Corner Venture Partners, LLC","CORNER VENTURES ISRAEL FUND I, L.P.","17,155,419.00",3/31/2021
"Corner Venture Partners, LLC","CORNER VENTURES ISRAEL FUND I-A, L.P.","44,935,012.00",3/31/2021
"Corner Venture Partners, LLC","CORNER VENTURES ISRAEL FUND I-B, L.P.","1,299,711.00",3/31/2021
"Corner Venture Partners, LLC","CORNER VENTURES ISRAEL FUND I-C, L.P.","1,999,889.00",3/31/2021
Corten Real Estate Management LLC,CORTEN REAL ESTATE FUND II STRUCTURED HOSPITALITY LP,"50,000,000.00",2/15/2023
Corton Capital LLC,"CORTON E-COMMERCE TECHNOLOGY FUND I, LP","19,770,216.00",2/16/2023
Corton Capital LLC,"CORTON GAMING FUND I, LP","10,162,985.00",2/16/2023
"Cosmic Management, LLC","COSMIC - ALEPH 1, L.P.","335,153,256.00",8/30/2022
"Cosmic Management, LLC","COSMIC - ALEPH 2, L.P.","141,856,772.00",8/30/2022
"Cosmic Management, LLC","COSMIC - BET 1, L.P.","511,681,108.00",8/30/2022
"Cosmic Management, LLC","COSMIC - BET 2, L.P.","553,960,604.00",8/30/2022
"Cosmic Management, LLC","COSMIC 20201, L.P.","20,000,000.00",8/30/2022
"Cosmic Management, LLC","COSMIC 20202, L.P.","118,550,296.00",8/30/2022
"Cosmic Management, LLC","COSMIC 20211, L.P.","110,200,000.00",8/30/2022
"Cosmic Management, LLC","COSMIC 20212, L.P.","40,000,000.00",8/30/2022
"Cosmic Management, LLC","COSMIC 20213, L.P.","20,850,000.00",8/30/2022
"Cosmic Management, LLC","COSMIC 20214, L.P.","22,750,000.00",8/30/2022
"Cosmic Management, LLC","COSMIC AI, LP","15,200,000.00",8/30/2022
"Cosmic Management, LLC","TRIHEDRAL GROUP, L.P.","64,066,651.00",8/30/2022
Cottonwood Venture Partners LLC,"COTTONWOOD VENTURE PARTNERS FUND, LP","23,310,732.00",3/31/2022
Cottonwood Venture Partners LLC,"COTTONWOOD VENTURE PARTNERS PARALLEL FUND, LP","4,276,298.00",3/31/2022
Cottonwood Venture Partners LLC,"CVP ENERGY TECHNOLOGY FUND II, LP","67,218,216.00",3/31/2022
"Council Capital Funds Management, LLC","COUNCIL CAPITAL CAREGIVER II, LLC","354,517.00",3/31/2022
"Council Capital Funds Management, LLC","COUNCIL CAPITAL IV, L.P.","202,891,070.00",3/31/2022
"Council Capital Funds Management, LLC","VIAQUEST EQUITY, LLC","6,988,000.00",3/31/2022
"Council Capital Funds Management, LLC","VQ-CC, LLC","7,000,000.00",3/31/2022
"Courtside Ventures Management, LLC","100 THIEVES CC, LLC","800,000.00",3/10/2022
"Courtside Ventures Management, LLC","COURTSIDE VENTURE PARTNERS RG, LLC","4,000,000.00",3/10/2022
"Courtside Ventures Management, LLC","COURTSIDE VENTURES II, L.P.","54,000,000.00",3/10/2022
"Courtside Ventures Management, LLC",COURTSIDE VENTURES III LP,"50,500,000.00",3/10/2022
"Courtside Ventures Management, LLC",COURTSIDE VENTURES OPPORTUNITY FUND I LP,"9,000,000.00",3/10/2022
"Courtside Ventures Management, LLC",CSV FREELETIC LLC,"1,700,000.00",3/10/2022
"Courtside Ventures Management, LLC","CSV HYPERICE, LLC","6,850,000.00",3/10/2022
"Courtside Ventures Management, LLC",CSV WINZO II LLC,"3,200,000.00",3/10/2022
"Courtside Ventures Management, LLC",CSV WINZO LLC,"2,700,000.00",3/10/2022
"Courtside Ventures Management, LLC","SB BUMBLEBEE, LLC","120,000.00",3/10/2022
"Courtside Ventures Management, LLC","SB ROAM, LLC","100,000.00",3/10/2022
"Courtside Ventures Management, LLC","VKGM, LLC","20,000.00",3/10/2022
"Cove Hill Partners, L.P.","CHP STRATEGIC PARTNERS, LLC","25,857,484.00",3/29/2022
"Cove Hill Partners, L.P.","COVE HILL PARTNERS FUND I, L.P.","1,421,980,167.00",3/29/2022
CPE Funds Management Limited,"CPE GOLDEN SAIL CO-INVEST A, L.P.","39,988,776.00",3/29/2022
CPE Funds Management Limited,"CPECHINA FUND III, L.P.","2,968,973,806.00",3/29/2022
CPE Funds Management Limited,"CPECHINA FUND IV, L.P.","2,751,903,381.00",3/29/2022
Craft Ventures Management LP,"ANDREW BLACHMAN FUND III, LLC","250,000.00",5/24/2022
Craft Ventures Management LP,"CAILEN D'SA FUND II, LLC","131,856.00",5/24/2022
Craft Ventures Management LP,"COLIN EVANS FUND II, LLC","250,000.00",5/24/2022
Craft Ventures Management LP,"CRAFT VENTURES AFFILIATES II, L.P.","26,108,572.00",5/24/2022
Craft Ventures Management LP,"CRAFT VENTURES FEEDER II, LP","27,639,590.00",5/24/2022
Craft Ventures Management LP,"CRAFT VENTURES FEEDER III, LP","29,889,927.00",5/24/2022
Craft Ventures Management LP,"CRAFT VENTURES GROWTH FEEDER I, LP","36,949,609.00",5/24/2022
Craft Ventures Management LP,"CRAFT VENTURES GROWTH I, L.P.","552,872,574.00",5/24/2022
Craft Ventures Management LP,"CRAFT VENTURES I, L.P.","1,318,506,382.00",5/24/2022
Craft Ventures Management LP,"CRAFT VENTURES I-A, L.P.","249,609,866.00",5/24/2022
Craft Ventures Management LP,"CRAFT VENTURES I-B, L.P.","146,693,307.00",5/24/2022
Craft Ventures Management LP,"CRAFT VENTURES II, L.P.","2,048,105,593.00",5/24/2022
Craft Ventures Management LP,"CRAFT VENTURES III, L.P.","677,461,520.00",5/24/2022
Craft Ventures Management LP,"CV FUNDS, INC.","3,566,095.00",5/24/2022
Craft Ventures Management LP,"CV INVESTMENTS, LLC","8,242,887.00",5/24/2022
Craft Ventures Management LP,"CVGI KITCHEN, INC.","25,000,000.00",5/24/2022
Craft Ventures Management LP,CVIII (BVI) LIMITED,,0  2022-05-24
Craft Ventures Management LP,"DANIEL LIEM FUND III, LLC","150,000.00",5/24/2022
Craft Ventures Management LP,"DAYTON CRAFT I, LLC","124,636,961.00",5/24/2022
Craft Ventures Management LP,"EDUARDO VILAR FUND III, LLC","250,000.00",5/24/2022
Craft Ventures Management LP,"GEORG ELL FUND III, LLC","250,000.00",5/24/2022
Craft Ventures Management LP,"J ZAC STEIN FUND II, LLC","576,999.00",5/24/2022
Craft Ventures Management LP,"J ZAC STEIN FUND III, LLC","1,000,000.00",5/24/2022
Craft Ventures Management LP,"JASON SMITH FUND III, LLC","250,000.00",5/24/2022
Craft Ventures Management LP,"KYLE PARRISH FUND III, LLC","750,000.00",5/24/2022
Craft Ventures Management LP,"MANOJ SOUNDARARAJAN FUND III, LLC","250,000.00",5/24/2022
Craft Ventures Management LP,"MAYC HUANG FUND III, LLC","250,000.00",5/24/2022
Craft Ventures Management LP,"MIKE HELLER FUND III, LLC","100,000.00",5/24/2022
Craft Ventures Management LP,"MTP ADVISORS FUND II, LLC","332,755.00",5/24/2022
Craft Ventures Management LP,"MTP ADVISORS FUND III, LLC","500,100.00",5/24/2022
Craft Ventures Management LP,"NO26 FUND III, LLC","250,000.00",5/24/2022
Craft Ventures Management LP,"PETER AHN FUND II, LLC","358,796.00",5/24/2022
Craft Ventures Management LP,"PETER FISHMAN FUND III, LLC","250,000.00",5/24/2022
Craft Ventures Management LP,"PUKAR C. HAMAL FUND III, LLC","250,000.00",5/24/2022
Craft Ventures Management LP,"RUSS HEDDLESTON FUND III, LLC","250,000.00",5/24/2022
Craft Ventures Management LP,"RUUD VISSER FUND III, LLC","250,000.00",5/24/2022
Craft Ventures Management LP,"RYAN NEU FUND II, LLC","250,000.00",5/24/2022
Craft Ventures Management LP,"RYAN NEU FUND III, LLC","500,000.00",5/24/2022
Craft Ventures Management LP,"SEAN MARSHALL FUND II, LLC","430,998.00",5/24/2022
Craft Ventures Management LP,"SEAN MARSHALL FUND III, LLC","250,049.00",5/24/2022
Craft Ventures Management LP,"STEVEN EIDELMAN FUND III, LLC","250,000.00",5/24/2022
Craft Ventures Management LP,"VARSHA RAO FUND III, LLC","250,000.00",5/24/2022
Craft Ventures Management LP,"XANDER OLTMANN FUND II, LLC","374,678.00",5/24/2022
"Crest Rock Management Company, LP",CREST ROCK FUND I-A LP,"171,932,434.00",7/29/2022
"Crest Rock Management Company, LP",CREST ROCK FUND I-B LP,"20,445,978.00",7/29/2022
"Crest Rock Management Company, LP",CREST ROCK FUND I-EXECUTIVE LP,"1,699,177.00",7/29/2022
Cresta Fund Management LLC,CRESTA BBR CO-INVEST BL LLC,"3,926,753.00",9/7/2022
Cresta Fund Management LLC,CRESTA BBR CO-INVEST FUND I LP,"20,582,590.00",9/7/2022
Cresta Fund Management LLC,CRESTA ENERGY EASTON CO-INVEST BL LLC,"3,839,699.00",9/7/2022
Cresta Fund Management LLC,CRESTA ENERGY EASTON CO-INVEST I LP,"295,916,126.00",9/7/2022
Cresta Fund Management LLC,CRESTA ENERGY FUND I LP,"322,163,887.00",9/7/2022
Cresta Fund Management LLC,CRESTA ENERGY FUND I-A LP,"8,162,011.00",9/7/2022
Cresta Fund Management LLC,CRESTA ENERGY FUND I-B LP,"5,701,735.00",9/7/2022
Cresta Fund Management LLC,CRESTA ENERGY FUND PREDECESSOR LLC,"17,182,470.00",9/7/2022
Cresta Fund Management LLC,CRESTA HIGHLINE CO-INVEST FUND I LP,"15,661,261.00",9/7/2022
Cresta Fund Management LLC,CRESTA SUSTAINABLE INFRASTRUCTURE CO-INVEST ALLOCATOR LP - SJR SERIES,"60,075,908.00",9/7/2022
Cresta Fund Management LLC,CRESTA SUSTAINABLE INFRASTRUCTURE FUND A LP,"10,397,216.00",9/7/2022
Cresta Fund Management LLC,CRESTA SUSTAINABLE INFRASTRUCTURE FUND LP,"275,043,781.00",9/7/2022
"Cross Creek Advisors, LLC","CROSS CREEK LUCID, L.P.","10,486,658.00",6/28/2022
Crosslayer Capital Management LLC,"CROSSLAYER CAPITAL FUND I, L.P.","122,400,000.00",7/19/2022
"Crosslink Capital, Inc.","BETA BAYVIEW, LLC","3,880,639.00",3/24/2022
"Crosslink Capital, Inc.","CROSSLINK BAYVIEW IX, LP","7,145,615.00",3/24/2022
"Crosslink Capital, Inc.","CROSSLINK BAYVIEW VI, LLC","4,098,270.00",3/24/2022
"Crosslink Capital, Inc.","CROSSLINK BAYVIEW VII, LLC","119,534,761.00",3/24/2022
"Crosslink Capital, Inc.","CROSSLINK BAYVIEW VIII, LLC","31,625,460.00",3/24/2022
"Crosslink Capital, Inc.","CROSSLINK BLUE LINK VENTURES, LP","37,511,444.00",3/24/2022
"Crosslink Capital, Inc.","CROSSLINK ENDEAVOUR FUND I, LP","185,568,463.00",3/24/2022
"Crosslink Capital, Inc.","CROSSLINK VENTURES C, LLC","63,084,861.00",3/24/2022
"Crosslink Capital, Inc.","CROSSLINK VENTURES IX, L.P","230,946,990.00",3/24/2022
"Crosslink Capital, Inc.","CROSSLINK VENTURES IX-B, L.P","122,371,614.00",3/24/2022
"Crosslink Capital, Inc.","CROSSLINK VENTURES V LIQUIDATING FUND, LLC","69,474,888.00",3/24/2022
"Crosslink Capital, Inc.","CROSSLINK VENTURES VI, L.P.","131,257,877.00",3/24/2022
"Crosslink Capital, Inc.","CROSSLINK VENTURES VI-B, L.P.","36,929,402.00",3/24/2022
"Crosslink Capital, Inc.","CROSSLINK VENTURES VII, LP","1,099,174,955.00",3/24/2022
"Crosslink Capital, Inc.","CROSSLINK VENTURES VII-B, LP","471,187,700.00",3/24/2022
"Crosslink Capital, Inc.","CROSSLINK VENTURES VIII, LP","357,172,673.00",3/24/2022
"Crosslink Capital, Inc.","CROSSLINK VENTURES VIII-B, LP","212,668,874.00",3/24/2022
"Crosslink Capital, Inc.","CROSSLINK VENTURES W, LLC","8,263,334.00",3/24/2022
"Crosslink Capital, Inc.",OFFSHORE CROSSLINK VENTURES VI UNIT TRUST,"11,616,972.00",3/24/2022
"Crossplane Capital Management, LP","CROSSPLANE CAPITAL FUND, L.P.","363,998,251.00",9/27/2022
"Crossplane Capital Management, LP","CROSSPLANE CAPITAL RENTALCO CO-INVEST, L.P.","38,146,179.00",9/27/2022
"CRV, LLC","CHARLES RIVER FRIENDS XIII-A, LP","6,769,029.00",3/17/2022
"CRV, LLC","CHARLES RIVER FRIENDS XIV-A, LP","2,048,628.00",3/17/2022
"CRV, LLC","CHARLES RIVER PARTNERSHIP XIII, LP","191,666,984.00",3/17/2022
"CRV, LLC","CHARLES RIVER PARTNERSHIP XIV, LP","101,946,775.00",3/17/2022
"CRV, LLC","CHARLES RIVER PARTNERSHIP XVI, LP","2,901,938,938.00",3/17/2022
"CRV, LLC","CRV SELECT FUND I, LP","244,682,671.00",3/17/2022
"CRV, LLC","CRV XVII, LP","2,319,749,520.00",3/17/2022
"CRV, LLC","CRV XVII-A, LP","10,065,110.00",3/17/2022
"CRV, LLC","CRV XVII-P II, LP","26,938,899.00",3/17/2022
